,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
702,['水科院小区 不临街 南北通透明厨明卫 小区内有食堂'],1080,134832,"['海淀', '军博']",3室1厅1厨1卫,底层 (共15层),80.1㎡,平层,暂无数据,塔楼,南 西 北,钢混结构,简装,两梯七户,集中供暖,有,2023-08-14,央产房,2002-12-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    房子南北通透明厨明卫，客厅带两个窗户，楼龄新，1993年钢混
                  ","
                    小区一共19栋楼，在玉渊潭南路上，旁边有地铁1号线，16号线，到16号线地铁楼250米，1-5号楼是没有电梯，建成年代是1981-1985年，6号楼是1989年，已经改造做了外挂电梯，7-12号楼是带电梯的楼，总高16层，1992-1997年建成，13-19号楼是1998-2000年建成
                  ","
                    适合想要小区环境好的客户，这个小区已经初步改造，地面重新铺设。小区有食堂，适合不愿意做饭或者没时间做饭的家庭，食堂可以对外，不仅有零点还有包间。适合家里待着老人一起住的家庭，三间房也都能住的开。
                  ","
                    房子楼龄是1997年建成，比较新.塔楼里南北通透的格局，没有浪费面积。客厅带两个朝西的窗户，厨房朝西，带着对着外面的窗户，两间次卧室朝北，客厅16平米多。主卧室带阳台。
                  ","
                    业主诚心出售，可以随时签约，接受换房客户，当时单位分的房子，想把房子交付给有缘之人
                  ","
                    目前房子的样式是刚刚入住时的原始格局，没有改动过，如果想要按照自己的喜好，是可以重新设计装修的，明厨明卫明厅的户型南北通透客厅16平米多使用率高。
                  ",,
703,['永定路西里 低楼层好房 满五唯一'],720,123225,"['海淀', '五棵松']",2室1厅1厨1卫,底层 (共7层),58.43㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-08-14,商品房,2014-10-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年，可唯一，业主诚心卖房
                  ","
                    此房位于低层，适合老人带小孩居住，小区中间位置，北面就是小花园
                  ","
                    此房为商品房房本已满五年，可为业主家庭唯一住房，购房只有一个契税（首套1%，二套3%）
                  ","
                    小区属于五棵松商圈，出行地铁一号线，小区门口有多条公交线路。生活配套齐全 ，小区东侧就是西点mall，集餐饮，商超，购物，健身于一体购物场所。五棵松华熙，万达广场，奥林匹克文化公园等，满足生活所需。
                  ",,,,
704,['万柳 万泉新新家园 优质三居室 有车位'],1440,122262,"['海淀', '万柳']",3室1厅1厨2卫,顶层 (共10层),117.78㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯两户,集中供暖,有,2023-08-13,商品房,2015-01-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    高原值 只有契税 有车位 总价低
                  ","
                    5园1水，低密洋房：1，三环边，六层板楼带电梯花园洋房，一梯两户。2，中庭3.3万平米绿地花园。3，小区自带幼儿园，出西门就是华联商场、地铁10号线，北门花园（篮球场、网球）
                  ","
                    西门600米长春健身园和巴沟山水园，两园边上就是昆玉河，小区西门3公里到颐和园，北门2.1公里到海淀公园，北门步行4.1公里到圆明园遗址公园南门，小区内部有3.3万平方米 的园区花园；西门南侧100米美中宜和妇儿医院，东北侧过海淀南路海淀妇幼及海淀医院。
                  ","
                    小区位于万柳北部，北侧为巴沟路，南侧为万泉庄路，西侧为万柳中路，东侧为万柳东路。小区300米有万泉庄路，万柳东路等公交站，公交车有664路，534路，539路，644路等多路公交；地铁站有10号线巴沟站和苏州桥站等，出行方便快捷，节省时间
                  ",,,,
705,['双榆村北里 带电梯 有物业单独管理的楼 看房方便'],700,119251,"['海淀', '双榆树']",2室1厅1厨1卫,高楼层 (共16层),58.7㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯九户,集中供暖,有,2023-08-21,商品房,2012-11-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年唯一商品房，视野好，采光足，自己住着，可以拎包住。
                  ","
                    房子带电梯，2居室，主卧室朝南带阳台，还有一个东窗，另一卧室朝南，房子在高楼层，视野 通风 采光好。
                  ","
                    小区基础设施齐全、双安商城、华星影城、当代商厦，另外小区有双榆树公园、知春公园；
                  ","
                    小区位置在双榆树商圈，北三环、中关村大街、知春路和科学院南路，出行便捷；距离地铁10号线海淀黄庄站679米，距离4号线人民大学站558米；公交站人民大学站，主要线路有302路、305路、320路、365路、614路、特15路等；
                  ",,,,
706,['兰德华庭，南北通透大两居，近地铁，'],1010,85283,"['海淀', '田村']",2室2厅1厨1卫,中楼层 (共10层),118.43㎡,平层,98.48㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2023-08-09,商品房,2021-03-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房南北通透，无遮挡，采光好，近地铁，
                  ","
                    小区是2004-2006年的商品房社区，小区正中间是下沉式广场，3 4号楼之间有健身器材，可满足各个年龄段所需，小区绿化好。6号楼是小区配套楼，里边有幼儿园，民生银行，幼儿兴趣培训班，超市，不出小区即可满足日常生活所需。
                  ","
                    配套：京粮广场距离小区东门299米（数据来自百度地图测距），配有物美大卖场、万画影城、九头鹰、北平楼等能满足人们的日常生活所需。医疗：小区距离航天医院1300米、三甲武警总医院2800米、301医院4200米（以上三个数据来自百度地图测距）
                  ","
                    此房为商品房，首套购买仅有1.5%的契税，房子无抵押，无查封
                  ","
                    交通：小区东门距离地铁6号线田村站19米（数据来自百度地图测距） 公交线路：610、941、568、977、336等十余条公交线路。 自驾出行：小区南门是阜石路东可以直达四环、阜成门，西可到门头沟方向链接五环、六环。
                  ",,,
707,['满五唯一，双地铁居中位置，欧美风格婚房级精装复式。'],670,61009,"['海淀', '清河']",3室1厅1厨2卫,顶层 (共6层),109.82㎡,复式,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-02-26,商品房,2013-11-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年唯一，双地铁居中位置，交通便利。
                  ","
                    2000年板楼，欧美风格婚房精装修，南北通透复式类型，利用率高。
                  ","
                    本房距离北京市清河医院，北京圣宝妇产科医院比较近。适合地铁昌平线和地铁8号线有要求的.
                  ","
                    此房满五唯一，只有契税，按照网签价374万，首套3.74万，二套11.22万。过户指导价18000元/平米，首套1.3，二套3.9
                  ","
                    全屋定制，婚房级装修，适合拎包入住，对装修有要求的这个房子很合适。
                  ",,,
708,['大河庄苑中间位置视野开阔产权清晰【产权车位单独算】'],2160,151931,"['海淀', '苏州桥']",3室2厅1厨2卫,中楼层 (共10层),142.17㎡,平层,121.98㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-28,商品房,2006-09-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,"
                    小区中间位置，前后左右都不临街，没有任何遮挡，视野开阔
                  ","
                    小区是中关村区域内房龄新的商品房社区，楼下就是中贡华联超市，小区人车分流，小区中国人民大学附属幼儿园
                  ","
                    主卧室南向且带独立的卫生间，两个次卧室北向，厨房宽敞且带一个小阳台，客厅是南北通透的，比较宽敞，客卫的空间也比较舒适，一家人居住起来很舒适，南北通透的格局，安静不临街，出行便利
                  ","
                    产权清晰，没有任何抵押和贷款，也没有任何债权债务纠纷，不存交易资金安全的风险
                  ",,,,
709,['南北通透，全明格局，带西窗，不临街，精装两居室'],798,126869,"['海淀', '五道口']",2室1厅1厨1卫,顶层 (共6层),62.9㎡,平层,暂无数据,板楼,南 西 北,混合结构,精装,一梯三户,集中供暖,无,2023-04-21,商品房,2009-06-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    南北通透 明厨 明卫 明厅 高楼层 采光充足，视野开阔。
                  ","
                    ：
中关村北一条是中科院的单位分房，主要是化学所，力学所和电子所，一共10栋楼，管理严格，干净整洁，居住舒适宜人，新安装了门禁，出入刷卡，有人脸识别系统。
                  ","
                    房子主卧室朝南带阳台，次卧朝北，厨房，卫生间朝北带窗户，客厅朝西带窗户，格局方正，公摊面积小，采光时间长。
                  ","
                    ：此房是满五年，业主家庭名下是唯一住宅房，只有契税，购房成本低。
                  ","
                    小区在北四环边，自驾出行，出小区北门有公交站，轻轨有4号线中关村，13号线五道口，出行方便。
                  ",,,
710,['北三环中路46号院，北三环北邮北师大'],525,96989,"['海淀', '小西天']",2室1厅1厨1卫,顶层 (共12层),54.13㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯八户,集中供暖,有,2023-03-19,已购公房,2001-12-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年央产 有电梯  距离地铁十二号线（在建）100米
                  ","
                    小区是教科所的单位房源，分两栋楼，皆是南北向的高板楼，楼间距宽，不用担心采光遮挡问题，有电梯，省事省心省力。 小区停车是免费的，同时小区内已装好充电桩
                  ","
                    本房有电梯，出门就是公交和地铁，开车出门也是三环主路，适合中关村上班通勤上班人员和北师大北邮老师
                  ","
                    ：
蓟门桥地铁13号线 昌平北沿线 16路;92路;304路;331路;498路;620路;645路;专168路 510路;579路88路;361路;387路;425路;491路;606路;921路;921路快车;夜30路内环
                  ",,,,
711,['皂君东里 今日头条附近 户型方正带客厅 楼龄新'],540,91994,"['海淀', '皂君庙']",2室1厅1厨1卫,顶层 (共6层),58.7㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-02-02,已购公房,2000-10-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    公房满五年不唯一 户型方正带客厅 小区安静不临街 楼龄新
                  ","
                    公房刚需客户贷款限制比较少；户型受众群体比较大，皂君东里两居室户型中比紧俏的户型，报盘出售的比较少；
                  ","
                    南北通透，板楼主卧朝南带阳台、次卧朝北，中间有客厅可以摆放沙发电视，相比较一般两居户型客厅比较大一些，两居室比较少见户型方，正实用；
                  ","
                    房子业主卖房变现，对买方付款周期没有特殊要求；户口可以正常迁出，房子产权清晰，不涉及继承、抵押、查封等限制交易的情形；
                  ","
                    房子满五年公房非家庭一套住房；涉及的税费只有契税和少量的土地出让金；
                  ","
                    交通便利有地铁12、13号线大钟寺地铁站，三环边上就是大钟寺公交站，出行便利
                  ",,
712,['西四环内，海淀区，南北通透，总价少两居室！'],495,76983,"['海淀', '五棵松']",2室1厅1厨1卫,顶层 (共6层),64.3㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-07-25,商品房,2006-08-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五唯一商品房，南北通透格局，户型设计合理，空间利用合理！
                  ","
                    明厨明卫，南北双阳台设计！主卧室带南阳台，厨房带生活阳台。此户型南北通透，户型设计合理，空间利用合理！通风好，采光棒，适宜三口之家。
                  ","
                    满五唯一商品房，没有多余税费，只有契税 ，只有契税，首套1%， 二套3%！
                  ","
                    出行便利，小区外就有多路公交车，离地铁1号线五棵松站距离合适！
                  ",,,,
713,['学院南路乙12号明厨明卫低楼层经典一居'],400,95012,"['海淀', '小西天']",1室1厅1厨1卫,低楼层 (共6层),42.1㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-08-10,已购公房,2010-06-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年唯一 ，全明格局，可随时拎包入住
                  ","
                    本房产权清晰满五唯一保持的很好南侧没有遮挡光线和通风性都好低楼层适合家有老人小孩北邮北师大老师二炮医生以及西城金融街的上班族居住
                  ","
                    小区共计四栋楼 该房屋户型是经典全明户型 没有浪费面积 干净整洁 符合居住理念 户型面积分摊均匀 本房格局为卧室朝南 ，卫生间有窗户朝南，厨房朝南有窗户 。卧室朝南每天采光时间长，卫生间朝南可达到有效杀菌。厨房朝南可以在冬日的暖阳下多一丝阳光。
                  ","
                    小区位于西直门东北角方位，出行地铁是西直门2号 4号 13号线换乘站 或2号线积水潭站 公交站点小区西行文慧桥站 21路80路84路331路375路387路392路498路606路620路632路693路。开车出行小区东边是新街口外大街 南边北二环 西边是西直门北大街 可谓四通八达。
                  ",,,,
714,['理工家属楼+中间层+近公园+地铁近'],469,115832,"['海淀', '紫竹桥']",1室1厅1厨1卫,中楼层 (共6层),40.49㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯三户,集中供暖,无,2023-08-06,商品房,2010-03-25,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,"
                    房子是南向一居室，精装修，近公园。满五唯一，诚心出售
                  ","
                    小区是理工单位分房，前年做的外墙改造，外观焕然一新，社区路面铺设地砖，有专人打扫，路面干净整洁，有24小时门卫。小区24小时监控。安静、安全、宜居
                  ","
                    楼层低，无电梯，适合老人进出；独院管理，都是一个单位的老教师，居住人群单一，适合带小孩的家庭；配套齐全，居家合适。
                  ","
                    出小区是南长河公园，园区美景四季更替，美不胜收，是您和家人闲余时间遛弯、锻炼的好去处，大型商场有金源燕莎、物美、工商银行、北京银行、建设银行、民生银行等等，生活购物很方便。
                  ","
                    房子产权清晰无抵押无查封，业主在京无不良记录及在途诉讼，可放心交易。
                  ",,,
715,['西直门卫生部小区  电梯钢混楼三居 环境好车位足'],608,111458,"['海淀', '西直门']",3室1厅1厨1卫,中楼层 (共16层),54.55㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,两梯八户,集中供暖,有,2023-08-06,商品房,2018-06-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五唯一，精装3年拎包入住，电梯三居，小区环境幽雅物业管理好
                  ","
                    小区近两年新做的改造，小区和楼内的上下水管道新换的，外墙保温.小区路面都是新改造的，公共区域的窗户暖气也都是统一换新，小区内硬件设施管理的很到位。小区主要居住人群是人民医院/阜外医院/卫计委单位分房，居住氛围好素质高。小区绿树成荫鸟语花香。
                  ","
                    现做三居室使用，主卧带阳台，阳台大.储物空间充足，次卧室朝北做卧室或餐厅均可，小卧室朝西做儿童房。布局合理居家利用的很充分，实地看房效果好。
                  ","
                    业主三年前万链装修，家装用的都是品牌，一直自住维护的也很好基本可以拎包入住。
                  ",,,,
716,['知春路49号院，住宅，民水民电 离地铁300米'],750,81753,"['海淀', '中关村']",2室1厅1厨1卫,低楼层 (共20层),91.74㎡,平层,暂无数据,塔楼,东 北,钢混结构,简装,两梯八户,集中供暖,有,2023-07-31,商品房,2001-06-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房满五年唯一，看房方便，业主靠谱卖，价格可以商量
                  ","
                    这个小区是希格玛开发商开发的，属于70年的商品房社区，小区一共三栋楼，一栋办公楼，叫希格玛大厦，里面是腾讯视频。另外两栋是住宅楼。民水民电，有燃气。另外这个区是24小时热水，26.35元一吨，供暖采用空调制暖，30元每平米。物业费是1.98元一个月。
                  ","
                    此户型是北向的大两居室，明厨明卫。一进门是一个大客厅，面积在20平米。右手边是一个厨房，厨房带朝东的窗户。和厨房并排的是卫生间，卫生间也带一个朝东的窗户。另外还有两个朝北的卧室，带一个大阳台。
                  ","
                    这套房子房本已经满了五年，家庭名下就这一套房子。免征个税和增值税。产权清晰，没有查封，没有异议登记。
                  ","
                    房子还是以前的老式装修，地砖白墙。之前自己办公用。您买了可以重新装修。
                  ",,,
717,['海淀区橙色年代    东南两居室    有钥匙随时看'],780,80629,"['海淀', '六里桥']",2室1厅1厨1卫,低楼层 (共24层),96.74㎡,平层,暂无数据,塔楼,东 南,钢混结构,简装,两梯十二户,自供暖,有,2023-07-28,商品房,2006-03-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    房子是满五年唯一商品房，东南向，小区中间位置
                  ","
                    小区属于2004年的商品房社区，人车分流，一共有四栋楼，三栋塔楼，一栋板楼，人流量少居住舒适
                  ","
                    本房所在小区位置繁华，生活便利。小区底商就有鸿运便民蔬菜，建设银行，金象大药房等。小区出西门往西两站地是千禧购物，永辉。小区南门到银座和谐广场735米（高德地图），银和谐广场是大型商场，餐饮娱乐购物一应俱全
                  ","
                    房子产权清晰，无抵押，户口可以迁出，产权是一个人的，配偶同意出售。
                  ",,,,
718,['南北通透两居室 中间楼层 商品房 精装修 位置安静'],580,83998,"['海淀', '西二旗']",2室1厅1厨1卫,中楼层 (共6层),69.05㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-08-02,商品房,2021-08-12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房是小区经典两居室，南北通透，中间楼层，稳定签约。
                  ","
                    小区是北京安达房地产有限公司开发，物业是东居物业，建成于1999-2005年，总共16栋楼，其中8栋楼带电梯、8栋不带电梯的板楼。小区有地上和地下车位，停车比较方便。小区中间有花园和广场，活动空间充足，居住很舒适。
                  ","
                    小区西北边500米有西二旗地铁站（13号线和昌平线换乘站） 西侧是京新高速，东边2公里是京藏高速，北边是西二旗大街，开车出行很便利 小区的北门有西二旗公交站，有333路、362路、367路、608路、636路、963路等公交车
                  ","
                    本房产权清晰，无抵押，有户口可以迁出。
业主卖房变现，价格和周期都可以商议。
                  ",,,,
719,['人济山庄二期（南区） A栋 西南向 4居室3卫 净高2.95'],2566,142350,"['海淀', '紫竹桥']",4室2厅1厨3卫,中楼层 (共26层),180.26㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯八户,集中供暖,有,2023-08-10,商品房,2010-11-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    本楼位置优越，本层净高2.95米【正常层高2.55米】
                  ","
                    总户数：838户，公摊：18%，由4栋住宅楼和底商裙楼组成，南大门（紫竹院路路北，出车口），南小门（人行，去底商九龙广场生活配套），西门（进车口，出门有生活配套）小区北门（人行，右转进紫竹院公园西门）。每栋楼配有入户大堂。人车分流。
                  ","
                    2003年，3梯8户。西南向，原始户型4居室3个卫生间。进门有玄关，客厅朝南带阳台，两间朝南卧室，两间朝西卧室，其中主卧双朝向。
                  ","
                    小区首批入住的业主，之前在本楼01东北户型，后置换至本楼05西南户型，喜欢阳光好的房子，在本房居住了8年左右。由于家庭原因，打算再置换一套面积大的住房，诚心出售。
                  ","
                    满五唯一原值90.13万。过户指导价624.709056万，首套契税76368.4366元，二套契税152736.88元。增值税及附加269835.15元。
                  ","
                    2015年博洛尼整装，花费100万余。业主自住，干净整洁，维护良好。
                  ",,
720,['南北通透两居室 中间楼层 商品房 精装修 位置安静'],580,83998,"['海淀', '西二旗']",2室1厅1厨1卫,中楼层 (共6层),69.05㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-08-02,商品房,2021-08-12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房是小区经典两居室，南北通透，中间楼层，稳定签约。
                  ","
                    小区是北京安达房地产有限公司开发，物业是东居物业，建成于1999-2005年，总共16栋楼，其中8栋楼带电梯、8栋不带电梯的板楼。小区有地上和地下车位，停车比较方便。小区中间有花园和广场，活动空间充足，居住很舒适。
                  ","
                    小区西北边500米有西二旗地铁站（13号线和昌平线换乘站） 西侧是京新高速，东边2公里是京藏高速，北边是西二旗大街，开车出行很便利 小区的北门有西二旗公交站，有333路、362路、367路、608路、636路、963路等公交车
                  ","
                    本房产权清晰，无抵押，有户口可以迁出。
业主卖房变现，价格和周期都可以商议。
                  ",,,,
721,['三嘉信苑 商品房 2011年 满五唯一 有电梯'],356,54560,"['海淀', '海淀北部新区']",2室1厅1厨1卫,高楼层 (共10层),65.25㎡,平层,53.63㎡,板楼,南,钢混结构,精装,一梯四户,自供暖,有,2023-08-08,商品房,2018-08-03,普通住宅,满五年,非共有,"
                                有抵押 公积金
                              ",已上传房本照片,"
                    商品房，满五唯一，精装修，次顶层，有电梯。
                  ","
                    小区是2011年中竣工交付，停车免费，有公共充电桩。户型以两居室为主（面积62-70平方米），总高6层及以下的没有电梯，总高9-10层的有电梯一梯四户。
                  ","
                    三嘉信苑位于海淀区上庄镇，属于海淀产权。有沙阳路、上庄路、京藏/京新高速、北清路、西六环主路，交通方便，在永丰产业基地、翠湖科技园、中关村软件园上班的人群，通勤会方便；三嘉信苑主打小两居，总价不是很高，适合预算不多的刚需群体。
                  ","
                    商品房，满五唯一，买方仅需承担契税，首套契税1%，约3万多点，二套契税3%，小10万，需要根据咱们付款方式具体而定。
                  ",,,,
722,['中纺宿舍*南北全明三居*有半地下*央产院不临街无挡'],855,124093,"['海淀', '甘家口']",3室1厅1厨1卫,底层 (共6层),68.9㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-07-24,已购公房,2011-01-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    房子满五年唯一央产房，全明格局三居，南北通透，安静无遮挡
                  ","
                    增光路21号院是增光路为数不多的,低密度,高绿化,板楼社区.小区里有银杏等树木,夏天郁郁葱葱,适合散步,小区内活动.
                  ","
                    一层的房子适合老人居住，出行方便，通风好，适合喜欢种植花草的客户．
                  ","
                    房子格局方正，两间卧室朝南，一间卧室朝北，厨房和卫生间朝北，都有窗户，前后不临街，无遮挡．
                  ","
                    房子是精装修的，对装修要求不高的，房子可以简单收拾下拎包入住．
                  ",,,
723,['芙蓉里小区 全南向 精装修 拎包入住 满五唯一'],570,112427,"['海淀', '圆明园']",2室1厅1厨1卫,高楼层 (共6层),50.7㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯三户,集中供暖,无,2023-07-29,央产房,1999-12-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年唯一公房，精装修，拎包入住，诚意出售
                  ","
                    业主换房，已经买到房子，看房子方便，价格可谈，诚意出售，随时可以签约。
                  ","
                    地铁16号线万泉河桥站位于小区10号楼西南角，门口多条公交路线，交通很便利
                  ","
                    房子没有抵押，产权清晰，无纠纷，户口可迁出，没有孩子占用，随时可以签约
                  ",,,,
724,['西八里庄北里3层南北通透精装修大两居室近地铁'],799,102581,"['海淀', '定慧寺']",2室2厅1厨1卫,低楼层 (共9层),77.89㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-07-26,央产房,2009-04-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    满五年的公房，南北通透的大两居室，精装修，可直接拎包入住
                  ","
                    三面公园：东侧是玲珑公园，北侧是京门铁路主题公园，西侧是街边青年公园； 北门地铁：6号线和10号线慈寿寺地铁换乘站 小区内有幼儿园，东南方向2公里距离有两所三甲医院， 生活配套成熟，购物方便，小区内有菜市场，药店，洗衣店，宠物医院
                  ","
                    房子是满五年的公房，产权清晰，购买方首套购房契税1%，个税1%，二套购房契税3%，土地出让金1215元
                  ","
                    一年前的精装修一天没住过，全屋定制家具家电，可直接拎包入住。
                  ",,,,
725,['此房满五唯一，南北通透两居室，精装修'],540,99631,"['海淀', '军博']",2室1厅1厨1卫,中楼层 (共5层),54.2㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-07-28,已购公房,1999-05-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    精装修此房满五唯一，南北通透两居室，交通便利
                  ","
                    世纪坛公园，玉渊潭公园，世纪坛医院，军事博物馆，电视台，会城门菜市场
                  ","
                    一号线九号线军事博物馆站，七号线九号线北京西站站，复兴路上有多路公交车
                  ","
                    房子产权清晰，无抵押，无贷款，业主诚心出售，房子满五年且唯一住房，随时可以签约。
                  ",,,,
726,['今典花园，满五唯一精装修，看房方便，南向无遮挡'],799,116830,"['海淀', '小西天']",2室1厅1厨1卫,中楼层 (共26层),68.39㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十二户,集中供暖,有,2023-08-04,商品房,2021-06-29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    正南向，中间楼层，采光好，视野无遮挡，满五唯一商品房
                  ","
                    今典花园小区共9栋楼，小区封闭式管理，24小时保安值班 每个门口都有人值班，随叫随到，院内有老人和儿童活动。今典自持物业，院内还有独立花园，饭后活动比较安静；出小区就有超市，工商银行，咖啡厅，17.5电影城，健身房，潜水俱乐部
                  ","
                    今典南向小两居，南向出房量比较少，算是小区里很好的户型，次卧室面积可调整。
                  ","
                    小区在北二环位置，生活设施齐全。小区自带电影院 健身房 潜水俱乐部；小区北侧是北师 大和北京邮电 两所大学，文化气息浓郁；购物小区南门有生鲜菜市场，永辉 顺天府 商场有枫蓝国际购物 凯德Mall 满足生活需求
                  ","
                    2年内的精装修，装修预算30万，保持良好，装修很花心思，卧室面积调整了一下，客厅放大了，窗户全换成断桥铝，隔音保温，全屋家电卡萨帝。
                  ","
                    房子产权清晰，属个人产权，业主在京，诚心出售此房，无债权纠纷 无抵押 可随时交易签约
                  ",,
727,['太极小区低楼层三居，明厅无遮挡'],840,100359,"['海淀', '二里庄']",3室1厅1厨1卫,低楼层 (共6层),83.7㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,集中供暖,无,2023-07-28,央产房,1998-05-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房是满五年公房，南北通透格局，楼层好，采光充足无遮挡
                  ","
                    小区在北四环边，健翔桥的西北角，央产社区，物业管理完善；业主多为单位老员工，人文素质高，生活气息浓厚适宜居住。
                  ","
                    房子产权清晰，无抵押无查封，业主售房变现，价格合适可随时签约。
                  ","
                    超市：物美卖场，小区便民生活超市（5号楼北侧，步行即可到达）；医院：北医三院、解放军第306医院；银行：邮储银行、建设银行、农商银行、工商银行；餐饮：京食源烧鸽子、门框胡同百年卤煮、九宫格火锅等
                  ","
                    小区出南门即北四环和京藏高速；出西门是志新桥北公交站，途径16路、425路、635路、508路、运通109路等十余条公交线路；地铁：距离15号线北沙滩站2.2公里，10号线和19号线牡丹园站1.4公里（由百度地图可知），出行便利
                  ",,,
728,['建材城富力桃园，南北向的3居室，业主诚心出售'],1199,79410,"['海淀', '西三旗']",3室1厅1厨2卫,中楼层 (共14层),150.99㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-06-28,商品房,2017-03-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,"
                    此房是富力桃园的中高层的南北向户型，业主诚心出售。
                  ","
                    富力桃园富力地产开发，品质小区，自持恒富物业2.8元，小区分A、B、C三个区，B区两栋楼（2007年建成）C区9栋楼（2009-2010年建成）A区5栋楼（2008年建成），AB区户型好安静，C区有6000平人工湖环境好。小区人车分离，封闭式管理，24小时安保
                  ","
                    房子是2008年建成交房的开放商为富力集团本楼处于小区中间位置房子为南北通透三居室满五年唯一主卧朝南带有独立卫生间衣帽间客厅南向方正 两个北向次卧 餐厅和客厅单独使用
                  ","
                    小区内部有健身房和游泳馆，出小区门口有诊所，药店，蔬菜水果商店，餐馆，满足社区居民基本生活，小区西侧1100米（数据来源于高德地图）有美廉美，新都生活广场，金逸影城，各种美食和娱乐设施
                  ","
                    此房产权清晰，没有抵押户口，没有异议登记，随时可以上市交易。
                  ","
                    小区西侧500米有硅谷小区公交站，有432、614、617、520等多躺公交线路，乘公交这4站地可以到达8号线育新站，自驾可以走黑泉路、立汤路、八达岭高速去市里或者昌平，交通便利
                  ",,
